,index,Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree,Location_City,Location_State,Headquarters_City,Headquarters_State
101,113,Data Scientist,4.7,Rapid Response Monitoring,501 - 1000 ,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",61,110 ,61,110,85.5,Rapid Response Monitoring,NY,29,data scientist,na,M,Syracuse,NY,Syracuse,NY
102,116,"Data Scientist, Rice University",4.3,Trilogy Ed,1001 - 5000 ,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack",65,110 ,65,110,87.5,Trilogy Ed,TX,6,data scientist,na,na,Houston,TX,New York,NY
103,117,Senior Data Scientist,4.2,Gallup,1001 - 5000 ,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",200,275(Employer est.),200,275,237.5,Gallup,DC,86,data scientist,sr,M,Washington,DC,Washington,DC
104,118,Data Engineer,3.9,CapTech,1001 - 5000 ,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",68,123 ,68,123,95.5,CapTech,NC,24,data engineer,na,M,Charlotte,NC,Richmond,VA
105,119,Senior Data Scientist,3.3,American Axle & Manufacturing,10000+ ,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,80,129 ,80,129,104.5,American Axle & Manufacturing,MI,27,data scientist,sr,M,Southfield,MI,Detroit,MI
106,120,Financial Data Analyst,4.7,CentralReach,201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",41,72 ,41,72,56.5,CentralReach,NJ,9,analyst,na,na,Matawan,NJ,Pompano Beach,FL
107,122,Senior Data Analyst,4.3,Integrate,201 - 500 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,39,71 ,39,71,55.0,Integrate,AZ,11,analyst,sr,na,Phoenix,AZ,Phoenix,AZ
108,123,Research Scientist,2.9,Boys Town Hospital,1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",38,85 ,38,85,61.5,Boys Town Hospital,NE,44,other scientist,na,P,Omaha,NE,Omaha,NE
109,124,Data Scientist,4.5,Demandbase,201 - 500 ,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",121,193 ,121,193,157.0,Demandbase,CA,15,data scientist,na,na,San Francisco,CA,San Francisco,CA
110,125,Data Engineer,3.4,Sapphire Digital,201 - 500 ,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",54,102 ,54,102,78.0,Sapphire Digital,NJ,2,data engineer,na,na,Lyndhurst,NJ,Lyndhurst,NJ
111,126,Data Scientist,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",83,144 ,83,144,113.5,Takeda Pharmaceuticals,MA,240,data scientist,na,M,Cambridge,MA,OSAKA,Japan
112,127,Data Scientist,4.6,<intent>,51 - 200 ,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",120,160 ,120,160,140.0,<intent>,NY,12,data scientist,na,na,New York,NY,New York,NY
113,128,Data Scientist,3.2,Formation,51 - 200 ,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,102,163 ,102,163,132.5,Formation,CA,6,data scientist,na,M,San Francisco,CA,San Francisco,CA
114,129,Data Engineer,4.0,Autodesk,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,76,140 ,76,140,108.0,Autodesk,CA,39,data engineer,na,M,San Francisco,CA,San Rafael,CA
115,130,Ag Data Scientist,4.6,Beck's Hybrids,501 - 1000 ,1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),-1,60,101 ,60,101,80.5,Beck's Hybrids,IN,84,data scientist,na,na,Atlanta,IN,Atlanta,IN
116,131,Data Scientist,2.8,DrFirst,201 - 500 ,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,82,133 ,82,133,107.5,DrFirst,MD,21,data scientist,na,M,Rockville,MD,Rockville,MD
117,132,Data Engineer,4.7,Object Partners,51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",65,125 ,65,125,95.0,Object Partners,MN,25,data engineer,na,na,Minneapolis,MN,Minneapolis,MN
118,136,Data Scientist II,3.0,L.A. Care Health Plan,1001 - 5000 ,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",91,148 ,91,148,119.5,L.A. Care Health Plan,CA,24,data scientist,na,M,Los Angeles,CA,Los Angeles,CA
119,137,Senior Data Engineer,3.2,Red Ventures,1001 - 5000 ,2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree",95,173 ,95,173,134.0,Red Ventures,NC,21,data engineer,sr,na,Charlotte,NC,Fort Mill,SC
120,138,Data Scientist,4.4,Quick Base,201 - 500 ,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,77,124 ,77,124,100.5,Quick Base,MA,22,data scientist,na,na,Cambridge,MA,Cambridge,MA
121,139,Data Scientist,3.5,The E.W. Scripps Company,1001 - 5000 ,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),-1,80,135 ,80,135,107.5,The E.W. Scripps Company,OH,143,data scientist,na,M,Cincinnati,OH,Cincinnati,OH
122,140,Data Engineer,4.0,Upside Business Travel,51 - 200 ,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,85,159 ,85,159,122.0,Upside Business Travel,DC,6,data engineer,na,na,Washington,DC,Washington,DC
123,141,Data Engineer,4.3,Equity Residential,1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",80,105(Employer est.),80,105,92.5,Equity Residential,IL,28,data engineer,na,na,Chicago,IL,Chicago,IL
124,142,Data Analyst,2.3,Synagro,501 - 1000 ,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1,43,81 ,43,81,62.0,Synagro,MD,35,analyst,na,na,Baltimore,MD,Baltimore,MD
125,143,Project Scientist,4.0,Alliance Source Testing,51 - 200 ,2000,Other Organization,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),-1,29,50 ,29,50,39.5,Alliance Source Testing,AL,21,other scientist,na,na,Alabaster,AL,Decatur,AL
126,145,Data Scientist,3.6,Accuride International,1001 - 5000 ,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,82,133 ,82,133,107.5,Accuride International,CA,55,data scientist,na,M,Santa Fe Springs,"Los Angeles, CA",Santa Fe Springs,CA
127,146,Data Analytics Manager,3.8,Full Potential Solutions,501 - 1000 ,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,26,55 ,26,55,40.5,Full Potential Solutions,MO,4,Data scientist project manager,na,na,Kansas City,MO,Kansas City,MO
128,147,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,3.7,Visa Inc.,10000+ ,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",61,118 ,61,118,89.5,Visa Inc.,VA,63,data scientist,sr,M,Ashburn,VA,Foster City,CA
129,148,Data Scientist,4.4,Maven Wave Partners,201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,60,102 ,60,102,81.0,Maven Wave Partners,IL,13,data scientist,na,na,Chicago,IL,Chicago,IL
130,150,Senior Data Scientist,4.0,Novetta,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",112,182 ,112,182,147.0,Novetta,VA,9,data scientist,sr,na,Herndon,VA,Mc Lean,VA
131,152,Data Scientist,3.2,"First Command Financial Services, Inc.",1001 - 5000 ,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial",64,106 ,64,106,85.0,"First Command Financial Services, Inc.",TX,63,data scientist,na,na,Fort Worth,TX,Fort Worth,TX
132,153,Associate Scientist,2.9,Pharmavite,1001 - 5000 ,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International",51,112 ,51,112,81.5,Pharmavite,CA,50,other scientist,na,M,Valencia,CA,West Hills,CA
133,154,"Scientist 2, QC Viral Vector",3.8,BioMarin Pharmaceutical,1001 - 5000 ,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",113,223 ,113,223,168.0,BioMarin Pharmaceutical,CA,24,other scientist,na,P,Novato,CA,San Rafael,CA
134,156,Machine Learning Engineer,4.3,Stratagem Group,Jan-50,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,72,129 ,72,129,100.5,Stratagem Group,CO,14,machine learning engineer,na,na,Aurora,CO,Aurora,CO
135,157,Data Scientist/ML Engineer,3.4,PA Consulting,1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",71,123 ,71,123,97.0,PA Consulting,NY,78,data scientist,na,M,New York,NY,London,United Kingdom
136,158,Data Scientist,4.1,ManTech,5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,64,106 ,64,106,85.0,ManTech,VA,53,data scientist,na,na,Chantilly,VA,Herndon,VA
137,159,Customer Data Scientist,4.3,h2o.ai,201 - 500 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,118,189 ,118,189,153.5,h2o.ai,CA,10,data scientist,na,M,Mountain View,CA,Mountain View,CA
138,161,Data Engineer,5.0,Gridiron IT,51 - 200 ,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,Employer Provided Salary:120,145,120,145,132.5,Gridiron IT,FL,4,data engineer,na,na,Tampa,FL,Reston,VA
139,162,Data Engineer,4.3,Productive Edge,51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",80,120 ,80,120,100.0,Productive Edge,IL,13,data engineer,na,na,Chicago,IL,Chicago,IL
140,164,Sr. Data Scientist,3.7,Evolve Vacation Rental,201 - 500 ,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1,80,130 ,80,130,105.0,Evolve Vacation Rental,CO,10,data scientist,sr,M,Denver,CO,Denver,CO
141,166,Data Engineer 4 - Contract,4.2,The Church of Jesus Christ of Latter-day Saints,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,59,115 ,59,115,87.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,data engineer,na,M,Riverton,UT,Salt Lake City,UT
142,167,Data Analyst - Asset Management,4.3,Maximus Real Estate Partners,51 - 200 ,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",71,136 ,71,136,103.5,Maximus Real Estate Partners,CA,8,analyst,na,na,San Francisco,CA,San Francisco,CA
143,168,Senior Research Scientist - Embedded System Development for DevOps,2.6,Software Engineering Institute,501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167 ,81,167,124.0,Software Engineering Institute,PA,37,other scientist,sr,M,Pittsburgh,PA,Pittsburgh,PA
144,169,Data Scientist - Bioinformatics,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85 ,49,85,67.0,PNNL,WA,56,data scientist,na,P,Richland,WA,Richland,WA
145,170,Data Engineer,3.9,AVANADE,10000+ ,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",60,114 ,60,114,87.0,AVANADE,DC,21,data engineer,na,M,Washington,DC,Seattle,WA
146,171,Customer Data Scientist/Sales Engineer,4.3,h2o.ai,201 - 500 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,71,204 ,71,204,137.5,h2o.ai,IL,10,data scientist,na,P,Chicago,IL,Mountain View,CA
147,172,Lead Data Scientist,3.8,PatientPoint,201 - 500 ,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",75,125 ,75,125,100.0,PatientPoint,OH,34,data scientist,sr,M,Cincinnati,OH,Cincinnati,OH
148,174,MongoDB Data Engineer II,3.8,BlueCross BlueShield of Tennessee,5001 - 10000 ,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,77,136 ,77,136,106.5,BlueCross BlueShield of Tennessee,TN,76,data engineer,na,na,Chattanooga,TN,Chattanooga,TN
149,175,Senior Data Scientist Statistics,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",74,123 ,74,123,98.5,PNNL,WA,56,data scientist,sr,P,Richland,WA,Richland,WA
150,177,Senior Data Analyst,4.8,KnowBe4,501 - 1000 ,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1,44,78 ,44,78,61.0,KnowBe4,FL,11,analyst,sr,M,Clearwater,FL,Clearwater,FL
151,178,Senior Spark Engineer (Data Science),4.4,KSM Consulting,51 - 200 ,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,65,148 ,65,148,106.5,KSM Consulting,IN,13,data scientist,sr,na,Indianapolis,IN,Indianapolis,IN
152,179,Data Engineer,3.9,Cogo Labs,51 - 200 ,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,59,110 ,59,110,84.5,Cogo Labs,MA,16,data engineer,na,na,Cambridge,MA,Cambridge,MA
153,180,BI & Platform Analytics Manager,3.4,Church & Dwight,1001 - 5000 ,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,85,134 ,85,134,109.5,Church & Dwight,NJ,175,Data scientist project manager,na,M,Ewing,NJ,Ewing,NJ
154,181,Lead Data Scientist,3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,124,204 ,124,204,164.0,MassMutual,MA,170,data scientist,sr,P,Boston,MA,Springfield,MA
155,182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,131,207 ,131,207,169.0,Genentech,CA,45,data scientist,sr,P,South San Francisco,CA,South San Francisco,CA
156,183,Senior Data Scientist,3.8,Juniper Networks,5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,110,174 ,110,174,142.0,Juniper Networks,CA,25,data scientist,sr,P,Cupertino,CA,Sunnyvale,CA
157,185,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101 ,52,101,76.5,Takeda Pharmaceuticals,MA,240,other scientist,na,P,Boston,MA,OSAKA,Japan
158,187,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,501 - 1000 ,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,81,133 ,81,133,107.0,Legal & General America,MD,40,data scientist,na,M,Frederick,MD,Frederick,MD
159,188,Staff Data Scientist,3.5,Western Digital,10000+ ,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211 ,132,211,171.5,Western Digital,CA,51,data scientist,na,M,San Jose,CA,San Jose,CA
160,190,Senior Data Scientist / Machine Learning,3.9,Health IQ,201 - 500 ,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,73,119 ,73,119,96.0,Health IQ,TX,8,data scientist,sr,P,Dallas,TX,Mountain View,CA
161,191,Data Scientist - Health Data Analytics,4.2,Nuna,51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,110,175 ,110,175,142.5,Nuna,CA,11,data scientist,na,na,San Francisco,CA,San Francisco,CA
162,192,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,74,140 ,74,140,107.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,data engineer,na,M,Riverton,UT,Salt Lake City,UT
163,193,Senior Scientist - Neuroscience,3.5,Sunovion,1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",100,190 ,100,190,145.0,Sunovion,MA,11,other scientist,sr,P,Marlborough,MA,Marlborough,MA
164,194,Senior Data Analyst,2.9,National Student Clearinghouse,201 - 500 ,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",43,80 ,43,80,61.5,National Student Clearinghouse,VA,28,analyst,sr,M,Herndon,VA,Herndon,VA
165,197,Medical Lab Scientist,3.6,Tower Health,5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,17,24 Per Hour,35,49,42.0,Tower Health,PA,4,other scientist,na,na,West Reading,PA,Reading,PA
166,198,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,51 - 200 ,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,91,149 ,91,149,120.0,State of Wisconsin Investment Board,WI,70,data scientist,na,na,Madison,WI,Madison,WI
167,199,"Scientist, Analytical Development",4.4,Rubius Therapeutics,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,42,82 ,42,82,62.0,Rubius Therapeutics,MA,8,other scientist,na,P,Cambridge,MA,Cambridge,MA
168,200,Senior Data Scientist,4.0,Autodesk,5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,185 ,116,185,150.5,Autodesk,CA,39,data scientist,sr,P,San Francisco,CA,San Rafael,CA
169,201,Analytics Manager,4.3,OneMagnify,201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,59,116 ,59,116,87.5,OneMagnify,MI,54,Data scientist project manager,na,na,Dearborn,MI,Detroit,MI
170,202,Data Engineer,4.2,IZEA,51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",48,95 ,48,95,71.5,IZEA,FL,15,data engineer,na,na,Winter Park,FL,Winter Park,FL
171,203,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,31,72 ,31,72,51.5,Vionic Group,CA,15,analyst,na,na,San Rafael,CA,San Rafael,CA
172,204,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",105,198 ,105,198,151.5,Takeda Pharmaceuticals,CA,240,other scientist,sr,M,San Diego,CA,OSAKA,Japan
